cust_num,date,inc_amt_usd
STOy+rJtLj/I5bQE5uLxFVjv7Jevtfs3WAAfDb1XCsM=,2023-08-22,64.09
ilKaYJuUczsbdp3mvyRS0xJt/vePAq68E+c+YZtoW0I=,2023-08-22,130.51
ySiuHzThAyo650250BixXZh5Ezy19AFza209VK//i6Q=,2023-08-22,91.38
qdmZ+gU0u68lqi9SVlCOWaCgF6KJPRDn7fWybNA1IW0=,2023-08-22,70.16
X5jbC3BCCSYIMIJ34NsozE5UgC6bmYbcY1QGh/BrOLE=,2023-08-22,52.59
73F1/QsLwyVVI9GQPYqwhOalK+HCfromV7JeRyoBIcs=,2023-08-22,29.32
6JPS0U6mur++RUhJ1fX+hvXU5goVfm0plNfe/BV2Ghc=,2023-08-22,53.57
lLKR/rUGypzwgQiMhOPnHMpizMmPxBV2nS0O9F/zaKI=,2023-08-22,38.71
nqj/V7E6Cmf09QcLhhzBB6M2pjc3B642NWQJRrwkoAo=,2023-08-22,424.09
hbyG3VkL61eSYtDpTtqaQwvP5Uq0QU887zCyqqfjpx0=,2023-08-22,102.17
oD2GJOiQEIKzoWdG08sOvdmZ5lTICuXx0JGbZB9kYpE=,2023-08-22,60.15
JbB3uej0B5MfS0Sp1R7c2hBQpqRThuOYt/eyEUBjMN0=,2023-08-22,48.93
i+gxmIkmw5WgZjnJ4mNUs78kZzwdXY61pKNoixeA5uE=,2023-08-22,801.98
81S/iu+BfsRcWsPflXfZwvP3flqJikP8vkln0HKA/NE=,2023-08-22,17.93
dBEPmW5C1++EyoKhpNGpBkuH+IHLlIq/wuJCKhRQ6Q4=,2023-08-22,62.01
Bt7XbIKu0VC82ui83HSD5SVQwsI/E1JVTIlXzyTNym8=,2023-08-22,110.29
moGdPNpoGcXmU6pdRZa85mdVhKSjGNvgo5vxbNJ2uB0=,2023-08-22,39.92
SCcoZEUnYWsK5UAdr2aVicdezj2YJoZ30iiTdvBj2CM=,2023-08-22,58.21
xgGRTjyB/0h833BUhPvUMj4dm/5IFstvSF6ZmYzE3e0=,2023-08-22,36.09
jI0XqspqUFse3Umon5roy/1w/CIJ8wYE6U3vErk6aww=,2023-08-22,41.91
VPnULGIY9KU8HOSkulWBxkazzvI4vBsX16v67L/UQtc=,2023-08-22,121.72
o6dVwZCSIjUKiNd+pQ5a4G+1/Qys/RQ4/t2lpIYc3EY=,2023-08-22,8.02
sXS1HTxIhHxfdMxREXdyxcL7DsMiQB8F6kJk98UJAcA=,2023-08-22,215.63
UWQ0nq6/oJj8yuvOGTFDGJQHkZ/h1tqLtAg7d6cEbOY=,2023-08-22,40.65
srIgAAhGKoWEdW14BQusnszG1m1UvVAyLnVRzzxyGco=,2023-08-22,125.11
RnT0PwByots7b6xTbFZP+QSLbEJHzlx1sSyBpimj2u8=,2023-08-22,235.31
vxeSKCfbCY2sjoBf8X5cNSskvei0mQ418QBrJYbA25A=,2023-08-22,175.85
m6C+XJ7x1VzoeLkQ+EPoAKiiJOBSUEVaQ1DMY2c3kDg=,2023-08-22,27.68
1rUfEAf8dmIRIRKxOAbQ0bJu3mgBVj9/olhJuY9s5Cg=,2023-08-22,126.57
IZxieep0wtVDb4tVO4fR3mvLwUVEfcGh8RIXxQF5X4g=,2023-08-22,129.21
ccePFMXXgJPYUSnVHqk6GaBRdzWObNQJKb3Ejuv3RX4=,2023-08-22,93.07
0AW6ArE1j/l+5SLZogu422MI6zzZFbW+QOswZs/zck0=,2023-08-22,89.97
1reFZPiMCMh5mFQb3zH7Jqv6l+Sx6CBrobT1uwQB0Lo=,2023-08-22,55.39
cxOYgtz+s6dPNqbzclyeKxryRn+U/PJuZVxEe8eZSu0=,2023-08-22,82.08
8cdU6W8aLt9SDqlsQZDWKBgRlp9Viaokwd5BHbxeJTU=,2023-08-22,34.31
ussmJlNx2OxaLKdKjiwFE1JsLxGc4CU00/uV3NA8AsI=,2023-08-22,19.55
vwLugU9k5FMsm+U6I/CTckBPCFvk93NqkaOuH89stAA=,2023-08-22,76.4
+DoOHKVwpOdzC8tkVoQlmX3YyYQxh0DG8amy3XfDciI=,2023-08-22,193.78
QJIkQEuJ/DNJHcPfnIGnm6vTfZHkxjwFqE+Mlj9apmU=,2023-08-22,22.84
n9DyqRukpvXhQQQ6n3c+09bJFSPaFMU3KsJrl+HbAoM=,2023-08-22,45.25
0gbQR03CwRDcrN0cLCMmXz7rrKxUQqelc+Fonpzto4A=,2023-08-22,166.11
gYNaZthnoHYenisL/avYdci4DZ8or5FZqvjuPBbcJuU=,2023-08-22,157.03
EwE9V2dZ5aTN+SWaXrUqW7DM2BLItOvJtVqfUo7R2/E=,2024-05-04,226.63
pbd8+jMcUnxPjIQUYI6v0LxyDzSVsbnUv/Lhg+e3q8k=,2024-05-04,453.77
8Hdu36x98v8vVZzjVCQvajuitbb2HFrXvZExw0jnNVk=,2024-05-04,134.52
qqqgO9t+DNNRZWN4BwyRbaC23X0i0hGsUL0H3RJutao=,2024-05-04,63.8
Bt7XbIKu0VC82ui83HSD5SVQwsI/E1JVTIlXzyTNym8=,2024-05-04,187.16
1xXfdkDLmy8q5isaILfmjtC+tpu2BSMeem1Spud24QU=,2024-05-04,44.72
luUvAWnc+nQhAmq+y0muS4Ti8SAgeOTH59VBXG15uU8=,2024-05-04,35.22
VOsT7FNZ0yexFVUUynbKbbIlRrbLewJOmtrIWzwcWGE=,2024-05-04,30.42
QU4z5U2BjoW2yXcT1ciz9TD9slg8zZFnNnhRqRu/L2Q=,2024-05-04,90.36
a3aDFH+n3FzQRefq4ms+pl0VoJ5mYnGXPZrz704ID5U=,2024-05-04,214.76
bcRI7XpE1T1Cs7AnDiazJZ/6dZtpmqp0eAgc0xDk0No=,2024-05-04,16.69
lhIC7Z6XQXZrJ3VfYpj4JDdCksYC/mIcTqQtPYrFr8k=,2024-05-04,34.54
WS0TDwaQhsiX4FCjsKwjXF3aDrRuIdI6b5x43pveqoE=,2024-05-04,78.75
7FXPU7nzRAYMgfQgjfRWi3N4ekmwsPnu6xxSS/9Vp08=,2024-05-04,6.41
Pmjj+9f2NKvU3cCCDIiBnIEemWAfzuxflVFlUOi5SlY=,2024-05-04,7.23
Txxjzl1RyfrDfBUvtmkP4XzML2kidG9JydDklWu5nW4=,2024-05-04,34.32
U6u4qHLeo8fypudnMN2qc3e7u6TRg1Nf5xVOcimIUOQ=,2024-05-04,16.6
X8Ab1N+Vb2z5+0s883bbjOPkQKbQ6IJwxHUImhZjpAs=,2024-05-04,95.82
u3PMQu+qS4D/Y5nxHB3vDdrytR1rN7G2czf1mMOrpPM=,2024-05-04,57.93
t9kdWzJt0hMpR+jA6sXu1w3aqvCzFx1JObB656Yw7WI=,2024-05-04,20.81
s/887ZO21Npv6lX3Li5UCNiIHSF8X05wYD0yxg28GbY=,2024-05-04,112.71
mCFJr5cCq33dDoyEb46jHd7kzRIlvXdHihLPMvM3I+Y=,2024-05-04,132.78
xBwJA3EtK3OS8XuV4A35/RoU/fN/OXPF4abr2xZgKjM=,2024-05-04,106.89
C+QLEcBe0kSPfAcobftzpZjOhhsHZwRSz/X09E7D21Q=,2024-05-04,81.46
OIeatODV6FfQo+20gzP2yDG9zF/SQI95iFvypo5bum8=,2024-05-04,85.96
nzQcIWp40lPhCM4Eqge+ykai4K8VOSx+cguemsaq6XM=,2024-05-04,92.75
bo2iP25Q+C5FAo/7JEknHpt8mEo1rOAt+hQf/Bczu7k=,2024-05-04,64.3
VNaQvuxSO6jn+XIL81EtR0NABOINwDriePv6hSWAe1Y=,2024-05-04,112.1
CkKFqlj/vfs9mjQ/wKCpgNlTShM3L8hAkvo5oqrEJg4=,2024-05-04,90.16
+tJfgFDD0CMhbWS/WtNB6Lylv8AvAHmtw9ZIW34nvw0=,2024-05-04,284.02
ttXkjnZxkRPPEju/ZFzAWPW8ovEB2MmqN1IwhpIhrDM=,2024-05-04,20.98
cbeTd1glMAWBI1akg6y4LmrvBhH+Fxmy6oLXKMQyjOk=,2024-05-04,14.85
Odb8Lxs6lpzQk3jV7EA2r/ZCx89dxfuZktc4FDWJUIk=,2024-05-04,26.56
srIgAAhGKoWEdW14BQusnszG1m1UvVAyLnVRzzxyGco=,2024-05-04,43.73
FCyehfx4/P1ptgWTEJrapEM8r9C0ujfYnKitTG4my7A=,2024-05-04,4.38
zMateOixFEdAFGLJ/si3TtwPMpdfjlgJzBW498Xnzxk=,2024-05-04,53.01
bypjLac/I4fNGxsVeFSH/ZnKIaAzVpbOIH065pUL2+8=,2024-05-04,63.95
vTdgn225xflsomKHTWGKUDOIgceuriQP3tQSBZsm9c8=,2024-05-04,149.32
c48WRfTyZr290Xu3AOURODhPZQTv0advic14b+HjO3g=,2024-05-04,294.61
ULh5jPV8Csxr6hGFMJEuGr17t9umlmBNR4SpW6Htp84=,2024-05-04,55.64
SR/TvewHNAHrCllKDXni2anYWyzNWo+0toFsGjIetK8=,2024-05-04,13.52
EKLqSeJaRnhvBwmP5uvEPHjhCbrWuB42jFm3/R/FLuA=,2024-05-04,127.45
XexwFJY0LAzk0PhScHJmfNFcELHMTrEvacD9Gtxo8ZQ=,2024-05-04,23.95
YLWrThpBX5kc0GSy7eMifVVf71o3FB9ZSj4eAPkje8w=,2024-05-04,1037.52
T/Iyuv3Ue9DHV7O9YWPEKah5n4ywr4m+jAsBNMGRDX0=,2024-05-04,10.34
X5r+YVvvXyULVots23nAvorAXIiOyGKiczJfVgZPX9Q=,2024-05-04,101.04
Ee3YgeOBkCZaC+KES4WdHpSVuWBPVLaQ2l1QZSVLqVE=,2024-05-04,18.21
RgHKrdjHeQIRX4TuRB8FNOGoR+Rgrc0FREJ2Pq8FY7k=,2024-05-04,20.4
UoFXwWS8e6Hg+UZCjrGrSHXWH6QtmsFGejNB8CpZ6tQ=,2024-05-04,176.38
DfIq6J4rwAzr3iY6eTs7zJabGWTaGF63AQmEE5j2xos=,2024-05-04,81.42
HG1dflFf4iN7HUsCvuX45XKrSO3LKZuHpXm0F2SzT9U=,2024-05-04,54.91
9mZ7saJUiZUlzrJxMPQ/XSIKQsve84Zb0bXGeNsJmPQ=,2024-05-04,3.42
IddXN2JIBV1fADkCUDQ6AS5Z/pXNOwXvkBfzOZ2VnxY=,2024-05-04,187.38
QHJPpdsWyEXNmzykfxrpVZ05DlukBw0hQC1LywWQLfg=,2024-05-04,117.23
ZACwGHyTpRgyqVclFkmTK+CimKQnbinNbVjmiAcTZWc=,2024-05-04,17.72
rK3+KJ9kGOdxroj6o2OszsZuuOEckL1QRElmf0gHFI8=,2024-05-04,170.82
iUTm/vrNBW9LqwQX0NKvfrXmEhFX+Y038HyELiSpFcE=,2024-05-04,88.85
9Zupfd9Yuf+NMwys96xgVk3vsdxlyyaVS0Ubu7gtJ0M=,2024-05-04,28.52
tlGXeiBA8koZWV9hVaDJe3qRYdE0xfgvZ+IOY6ssg6c=,2024-05-04,81.56
ugKNxIqc5h8vvy/uHotvwNTsaj5EAMcmMfFDk1hLvB8=,2024-05-04,44.56
Q1hMIpPHh1xnYUYKql5gx5qufYoeldg9+Dsvx2/0iPg=,2024-05-04,8.67
4FDOWbTaFVn97DlA0kvJkm/4g9Cx9z+DRP9Mk4gWdoE=,2024-05-04,42.37
3+RF60cb9dlBjQMKxqePkYPHFiEZ4R8yF3nymjz87yA=,2024-05-04,25.77
xA9CFy34upOb5JWdlIZ+by3MjLuUuZ/tKHU6V42oaQk=,2024-05-04,214.59
YkJ7bEaq5BpdAKGij+9Oj7BXFkHk8oP6HR7GfIGBD7U=,2024-05-04,280.37
Ze4kkYZmmBLxEDSQ70OJrWaaR64TTgKeoJNJwtX6K9k=,2024-05-04,9.24
YdSbYNmd07ATuSs+D6trMXE5wGosE9Gbn3ioj86CZXA=,2024-05-04,47.02
53j1NPexyWUOi96HcJkkgxNsfQlyEc+vgGiC5ZsMIiY=,2024-05-04,27.3
RyxlHvrPMi6vw/fE5+dFKsQEwUiq8s4krsqhs7FGJFs=,2024-05-04,82.09
4n9v8AEpZdGhR9tgdgfefwswF3Yi3o0OqmId7PG3C4U=,2024-05-04,25.75
ttUNxBdK+0ZMlVmaF1db25zB8wbZUtyrcLO08CjQZlQ=,2024-05-04,50.52
s1cWgnuAG3XOCywXwgD6pvAWJ3/8hAmZjOFGi/+6bAc=,2024-05-04,12.35
WbNLIbWJdkkI9QzrHm1fRcyAxy/eQHi7Ny7aPL0jxWI=,2024-05-04,20.94
5hHmvHRJfaN2FXtrLftp+ogEUWzvo0LEPtwxNOGhGA8=,2024-05-04,747.79
j/pcqpq3DZx5YtryiokcAx9rSVmAq7pCRlu4QSAtBn8=,2024-05-04,8.11
1XKInEGQzXg9C5wdCGTWa5e77PZBf8Y+ngAwCKMFdXo=,2024-05-04,159.34
3qAh/0WBLAjk+x84nQ71Tr2+ezWTyGLwFLjtxI8R7II=,2024-05-04,158.83
hbyG3VkL61eSYtDpTtqaQwvP5Uq0QU887zCyqqfjpx0=,2024-05-04,10.69
44jW8+WutsxlwM3BMZifLEIqJvenEAyawgJ3FhhjOIw=,2024-05-04,846.01
gLRYbgo0s6NWQf036oELVzQUuKNrZvfYG4b3ga+Ghb8=,2024-05-04,80.5
HB3MVnhab0p8q2bd7cRrHaF2355SsgRwlsI5PXuwqGQ=,2024-05-04,59.36
ds5PBkJZw3OHkayn6GLERZzlSN7Nd1+7WXt4Bssxxuc=,2024-05-04,69.89
0TD7ZKQULuGZxTxniSOwz37QWeCrlrS2FnMSko2IHIM=,2024-05-04,66.18
ia7w9aCBKNBng/WBrFlyltFNwr74+z2E4IJ7G2mjKD8=,2024-05-04,55.3
dcQ+BY4ovRUGU2FDmDXa52FrI+GTgFYhQ03P3iSXbxw=,2024-05-04,164.67
Kvb9d3lwu0hINB1X7w44uVJmvfgnRzZ2PFWpgKjGE7I=,2024-05-04,181.13
ivl6yKO2ctVX6qNuRbu0cE/iz3D8wl1NbMGciW4rkxA=,2024-05-04,415.29
WG8zMs+8m/aEj3LTPHD438MuO1+vx+ERCZPGO/Th6so=,2024-05-04,11.52
kUKLvCxs7/SWyq0kqUvjcd1/IRbuXigjZUUGG166/HM=,2022-12-10,154.73
FLjn7x+biCHpLNXET5qZaVcn2sOLC619G6n+DhVdwmE=,2023-08-23,60.58
tiNaxaU1obIKmjcambI1P07EZZ9BbhwfATGPXZoD3LY=,2023-08-23,141.26
4UTHz898elMC+XECuSHPIfo+/3V2ISuHpFaRxg7HLi8=,2023-08-23,30.71
ifBDeNiEA5ZRyXctu7lZUcbSSBSkJqjwQXI2m4PGMe8=,2023-08-23,125.14
T/Iyuv3Ue9DHV7O9YWPEKah5n4ywr4m+jAsBNMGRDX0=,2023-08-23,16.38
Y5E0FF+cjqho8f0oenCQYRV4bjERX0FMxLzIf6+yanw=,2023-08-23,52.71
L4wZjTN9vxfjBYA3H5GIZta8amvX3MnQhpZwofRHZvs=,2023-08-23,673.11
O9BoEmhGfpCTtqy008JDcY+hujP0aMVDFOyqCIfxr0s=,2023-08-23,202.72
QVJTYtYTv8SYPWCdsUG+lWWFRa52kJrI/GLTOYh/EEY=,2023-08-23,71.1
VPnULGIY9KU8HOSkulWBxkazzvI4vBsX16v67L/UQtc=,2023-08-23,17.06
c7b04R0gq0W18uVDpG86ZxUnGEF6vYgCP0AVKa29w9M=,2023-08-23,62.87
BpTfnAhkbzHpjdCLEZYqpdBIoDrKAtv4CV5QePK9Ias=,2023-08-23,235.61
Q8BFomOpI0poCumc7LT7xiwO6Szd0dNV/I8nJOf46Yc=,2023-08-23,51.08
ywQlJJ768M3db/WufVFGPh44kaMf4rrEfzyg1z5Sys0=,2023-08-23,160.56
gCyfNscoHqKsJQU4B1M4rweO5YjI2bz3nPIgbTTGgso=,2023-08-23,175.11
g/Oz3R9AayJvPjMNkhh0M7u8CK3PZpuzAOLHxHClX3E=,2023-08-23,131.68
0UPvrNxusNPc6JMikkdTMQMTGjZVSiUDVHjDZIQ5Ka4=,2023-08-23,87.71
QjAKSqX7mN2LqNL9WBv2IheG0yqIiLuoTIhl9/irsnc=,2023-08-23,51.41
vxeSKCfbCY2sjoBf8X5cNSskvei0mQ418QBrJYbA25A=,2023-08-23,69.42
81S/iu+BfsRcWsPflXfZwvP3flqJikP8vkln0HKA/NE=,2023-08-23,20.71
x6euXbZPH4dfq7UzwCJLIYPuYDL25RqMIMZHcglgGnQ=,2023-08-23,115.86
gCoLCOSnKH8cB4Ajq8CaHkVmMYBdM0AgAkhNv78El0Y=,2023-08-23,70.85
DzLTaJiDfBzSXZwRWE7lKPXJowf6oPgSpi71P/TcZGA=,2023-08-23,113.14
x2bgX9wBgAhtYMF7IiDnfOEHbrLWgk4N3U5Ci/k+oAM=,2023-08-23,366.08
TEl4xA3lGs2OVrvtwo1oKFctRMFnEJnW4KBoubLv7Ug=,2023-08-23,229.24
ES5ZYGAve9FvYeswNJVMrH6GpvfLfmCEJkgumV3WJcA=,2023-08-23,127.36
hm0sBGSXHgMo++XkUCreAcFPne+r/MEIfEQZoXec+l0=,2023-08-23,91.77
jo4mC6yS+Oc25p0GPKQ2+WsDNQaNbG08ZxtEKEZltGY=,2023-08-23,102.06
UqnLuw+Mhi6ub7tQli+vh3cXgj/3No426CRcn/AZl48=,2023-08-23,71.14
riAYOC0VrPxe2WjyDsExzCv6Z4FMiNOLLeUbK7d/A2I=,2023-08-23,56.89
7Ol8OT5Dp6zvkrx/GiMJu7cUIqYX7ANLKMa0+DpG3Qk=,2023-08-23,65.1
NOYsNf4d7fXjOHr2dnzt8KM7dQ7BKLxQHFPs67H7lmw=,2023-08-23,99.54
BEuJVooWy+hEo6LGIKC1Atjvu6rFgviZcMX73LYs1Wo=,2023-08-23,112.84
YzLd0Sa01qyWAZsQs1mHVCJJBcA89N4hoOTvuE+fWp4=,2023-08-23,271.74
R6lJHzogzzYE/yFZ2wi8sB6KIOPjhH9ATOmlU+FUiPg=,2023-08-23,104.62
uaqJQWbAXtwRFsqzJOHz5pDNJUsRCoWFaWRMzBaxE6U=,2023-08-23,106.83
MQL54rYZKKqZkIsi60FZPjI7sW/8yiTZhN2HDGrkma0=,2023-08-23,65.82
T9BxomNVnksYF+yQbCBZ+r+FClu/hSsKoCA6Q1NZW/A=,2023-08-23,24.1
jR0BYXWgth1Q2IsYtTWlnKqQwD1m4G+QlG6l58zZ+p8=,2023-08-23,106.04
F6EZNjdBdTclskERVaxiIkYjDepZRGTD/8E4HkyDXIo=,2023-08-23,176.03
RfNKy5ZHlp9dcRClEyZmkCxElk3bU2eHOANs46V7VLY=,2023-08-23,188.15
MH0aSVrfDVmjJzXKLBJaMAV6ZZcDhBTIaH8l/XgWW1U=,2023-08-23,51.53
E3GK4eBTSnIEEr74g2ictNXP3w/mXjeW2MZ1dnR7nng=,2023-08-23,63.17
3kkU/PAaP9YxD7G3exoaB/sI68VkXvxL1RuA0JRtG80=,2023-08-23,105.86
5wwmcu89VkkcnxxxsYcZtYG61wsZ9gw3uP5gZgpbBXU=,2023-08-23,71.45
mlJZqXiObbISOXhFDOyauEh8wXX7hWLO1VcDGvzerS0=,2023-08-23,52.53
0F7YXwSIe1CtRZh/EuEPY5++x5QTWvRp0YXv4Gr4Fg0=,2023-08-23,13.08
LCofqQ0RHRT85ppX6gVgji1WdenFz5eUkPvGdMV5n6Q=,2023-08-23,45.66
vUZMS8RTi6cc2PJvUaCOlbl22aD0nRtYwVpVYFaG9y8=,2023-08-23,122.41
N8liBxf9QxmFZiw+sPAGWNEZQRbPwZ4Xq3c3TEnBXvI=,2023-08-23,33.8
s5Dg0Cb4bTbQNzs7dNBtZMrr3YJy+wRoGAjtWKHY1gc=,2023-08-23,133.82
mgwnHjEShwIv/BS6lzFCGRIjrV4OWMDs3HNcO3ih7O0=,2023-08-23,29.81
SdVwOnQDQ8sZl/rFYYN2lFefVJlCJjBOotAbLb81Eh0=,2023-08-23,24.99
MwdqbTtUjXfT5PF8S7KIuqVhBX2V+wONRBluh3Ru+Uw=,2023-08-23,191.02
rqfraiaOIeoRWoMA0QktUSFi1sbi7YsnQaCbaQqBtY4=,2023-08-23,145.68
j9XKmmczkKcvKp/7HMlFDrPQ4UGep95v048EN+tQbn4=,2023-08-23,63.26
17tAPrN5o9NNA8H9vsvcAwzMGB6KcxRombpJVpzKFEA=,2023-08-23,16.51
p6xBT3fhUGjWpT0Ngn9Y7mdYXrFI0GiSeigtA5c5nT4=,2023-08-23,24.3
m+hnfrtKz17pPpy2hZYhV241W/OhMRJeCJhFY6jp+Pw=,2023-08-23,91.61
ua45auNlczmZ3DZ3nF3TrR85bpz9xrT9IcI3s78HnoQ=,2023-08-23,69.72
ussmJlNx2OxaLKdKjiwFE1JsLxGc4CU00/uV3NA8AsI=,2023-08-23,95.8
yCQMNtp/75608o9XIRo/jPZzZRPB/2AtaOjPzrrT6so=,2023-08-23,101.15
TNzKMKk6x8bW/ZDqQb1+7s11kQB1mXStQeILk89U7fo=,2023-08-23,27.76
nEaK8/Rlr6SvQEI328W5cwVjzrm+14dWhl2nm8MY+aM=,2023-08-23,54.74
zPWGpy5CNCgcR//94Vof7/nXODJ3mBpkcxRVBTBL6JQ=,2023-08-23,373.1
U5Rd1HV25uy11x+IceodNX+2A5tDQOnJ6xBuaKtyoqs=,2023-08-23,312.86
t5jfrLLaH1dSipvTNgscfP2uP/IMxzuJ9jBj3QPXdas=,2023-08-23,55.39
2Vx+gA7MjOY3+A61gSG2FEP2nJNM9zovEiYGsuIPKxQ=,2023-08-23,170.21
OWlWcHlIFxhf0PjW4oE5wTFtobPS62ba+6ebQZLpMbk=,2024-05-05,644.28
qg0N1F74Svmela4qXRFNRfKd2AlCQBaXfTqDfMMUdmU=,2024-05-05,43.46
q7DuyqUulWJJtyGDKmRONG7qkF7iwqlMDDk9ypiW5S0=,2024-05-05,245.3
0qPMmcSxjbFBHGcQHjW5Or7fjxMuA16DUOnT5D+kVHw=,2024-05-05,38.09
Ex0etC4u0Ag8CMzkFr6XidcsRbdGe53p8FszWyVEfM0=,2024-05-05,178.54
o216rQ5MKf3Zb8rQoK0/3CwGF1JanybR0Vcq7COxUSA=,2024-05-05,292.98
MX66gLiHibIVLjxv+zWvEtlGefX2G1v+2YMuQQulEIs=,2024-05-05,41.81
VI8CXOY/4Y61dJd3Q2oRsOVtJlhr79RtK6Obr9/PnIU=,2024-05-05,103.79
nkIiaO8UXhiBg9l0Y4tVmjNiio9x1dPszSTe8+x5660=,2024-05-05,260.13
3heS/1J5XBC0/7eOay+UwzCVA2w2vouY+f3JqL5Vb8o=,2024-05-05,72.9
j9XKmmczkKcvKp/7HMlFDrPQ4UGep95v048EN+tQbn4=,2024-05-05,177.1
1vXm/mJ8+ot1Mzuo4iAMUtpLeFaw5YAbqfd8bx2cEYI=,2024-05-05,172.47
P0zRJKbUQR5uHiC+jXEEXXRww4LdD2H+v/8gxsJY8Yc=,2024-05-05,186.65
iae2XIqkVClxfdQymAfBiKRhT9ZjdKG7Mk2rygVClXs=,2024-05-05,47.41
BXAydiTNmeFNjS//COqSpTBEGMZGWJKpn8mkb8nPoUI=,2024-05-05,200.67
zXm3HDSh6//c8ICuS4s9GxgwrraNEmsWWsoLbIWmE4Y=,2024-05-05,82.33
RQSB15We/Mwo2tnKLpPaG+K0q6Mnl/kBhOW8DnbFEJ4=,2024-05-05,46.63
hV//1SPX90xcshiPMUhshqyzR85W3h2/4Z5Ztm2ygik=,2024-05-05,45.72
FsCc+VJtMFTn5xXTGbZxC1oOCTQK2WDP7WAD+Y95ndY=,2024-05-05,18.02
QI1yTeB2u8F0pe/uIFWkHtcfploLpHfjoDOLmLU2ItA=,2024-05-05,49.19
X1ga4t8dDFEWrM8KCHyMeHutn2s/B3f5ewGZ4tvTD34=,2024-05-05,157.56
bkj1fCHlSuvJz7g8eXp/kJe0MXKFTinmVZ7rgtG+hbw=,2024-05-05,30.39
ZACwGHyTpRgyqVclFkmTK+CimKQnbinNbVjmiAcTZWc=,2024-05-05,9.05
jatCKdfnzWdNKlbyySaRyiAHV49xls00upQ2Ss8CO8I=,2024-05-05,126.06
ivl6yKO2ctVX6qNuRbu0cE/iz3D8wl1NbMGciW4rkxA=,2024-05-05,92.34
sUfxhOzBY38c7S00YveKmlvS2MiFU0JeVx9q1ZpdFJw=,2024-05-05,8.72
6BgZCJkMlwwwXagWDImOhWjN3ef3N9oRU32D9NJDWi0=,2024-05-05,22.54
UazVyvdjbODaKTw73HI1fejc3G/PfEB2HMUTjgATj4U=,2024-05-05,7.19
x2bgX9wBgAhtYMF7IiDnfOEHbrLWgk4N3U5Ci/k+oAM=,2024-05-05,158.09
lnpd9SmK1ukV9fOK4YvFJpUqW2jHOgTHyRdVDyj4L1c=,2024-05-05,42.3
uBZpq9f5RoQGr+EgD5Q4oiVJqLPPr5or494KcphNINE=,2024-05-05,89.14
7oOmE+MGDfcZPGacP8hGVeCdJ9H95Se9Q+VhmOFj7KE=,2024-05-05,60.91
pbd8+jMcUnxPjIQUYI6v0LxyDzSVsbnUv/Lhg+e3q8k=,2024-05-05,153.8
fAeqh43Z1nXuFhAxSO3iqUHwAJ3tSj+9aI8UEEEUIFs=,2024-05-05,17.99
HwnV5FmF79Y7Rq3a0CvS0zPSNVceCIM2ulWREo3Y91U=,2024-05-05,113.91
GBQn9hBwkcBGP1ks6NuLxKZyQkdx0hP7aQPTdW424GY=,2024-05-05,53.12
/2FjNGeSynnnKjLG96jaHMnOMZqEKK5UEvVwDOndNGM=,2024-05-05,115.62
NwHkkxpxaOU0R0w56JRcvVpubOy55X6BArg5mQRs1SE=,2024-05-05,32.96
98gSROstrKH6ZYdXhSW6gV/aMKpZcAHtZII7HjlNT1Y=,2024-05-05,44.72
WtdKvKV9CPXn3aMLde6cmBkygBJcD4vSTrSaWzf/7LM=,2024-05-05,29.11
oBiSvGpEs5RFd8zlvWimWDIEfCpHlNGKKHuUkb4AHXw=,2024-05-05,14.5
5lmWlWih3dN9bmxCEZc0ZpMi5T2H16bymVnGE/uFKAI=,2024-05-05,7.9
/bBK1QAAsQ/rGu1EpfeuUFgTbAxbBkpfDFIVn9Abq1k=,2024-05-05,182.25
X5K8XE5eukI/GhKmnQSq4iRe6ommURbBajD+ZxWIMX8=,2024-05-05,20.55
SqN9NbvINk2ScHEB77+FgruF+dplna5rNyghYF3F3WY=,2024-05-05,68.51
AOh6sOEBvdpcf7P0QBkQgdhGripgbBAKd88Q/RBXIrI=,2024-05-05,55.33
kFZaRAg1oqo7sK1hCc3YGO1nFvpCkaIbTZcQIzF193s=,2024-05-05,47.72
ZPhdU++xNNP7eVF/T6J0cQBpC1yS6HeHvsAeTt5UKqI=,2024-05-05,22.2
ib4KsJGpiLZOJPP2fJ7ExyIki0KOXwDhX4+hqBt9Vx4=,2024-05-05,16.24
FLjn7x+biCHpLNXET5qZaVcn2sOLC619G6n+DhVdwmE=,2024-05-05,128.3
OYkgjEo9lNGbGUIAheBDTYFWy5Ggog69XEGNCHOcsjQ=,2024-05-05,26.49
m5mtxBEpPGTn9vZWOk3/pyoPKAcygbnX1MPYWYNHxrM=,2024-05-05,55.64
LRFxuG5thlt2QDjKv8FBdrberHDLMqM7iqG1GtvL7to=,2024-05-05,22.45
SAtODIxjZQOdpedrmuVjaHz6KkSZQP7r4fG37d3wZIw=,2024-05-05,38.12
g0Y3ycaNHhp4OUmHdRR4xRqwKoC8XVDpz72H8P9pKRA=,2024-05-05,358.33
LlupJW9Yony61dzStxuSB61of5jkt5JktsiZFaTvAOw=,2024-05-05,90.18
VSdFOF5msL6rl0diZk4HQk/8rnYYI7C3Qka4F53DP98=,2024-05-05,17.48
j1Sn3DJXyp/geCAiUmM8yCR7Cf3sLMDUya9IGlOJ4wE=,2024-05-05,70.24
